Year,Labor force status,Race (2003-2021),Gender,Field of maj - most recent deg (major) (2003-2021),Age group (5 year intv),Weighted Count
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Engineering,Ages 50-54,"1,850"
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Engineering,Ages 55-59,749
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Engineering,Ages 60-64,317
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 24 or younger,"1,149"
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 25-29,"1,886"
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 30-34,"2,514"
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 35-39,366
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 40-44,"2,172"
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 45-49,"16,247"
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 50-54,731
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 55-59,32
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 60-64,349
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 25-29,220
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 30-34,"12,360"
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 35-39,"7,606"
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 40-44,"6,303"
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 45-49,"5,366"
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 50-54,"6,364"
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 55-59,"6,252"
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 60-64,574
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 65-69,194
2019,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 70-75,968
2019,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 24 or younger,872
2019,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 25-29,"4,290"
2019,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 30-34,"6,086"
2019,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 35-39,"1,170"
2019,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 40-44,334
2019,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 45-49,"1,158"
2019,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 50-54,"1,544"
2019,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 55-59,346
2019,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 60-64,166
2019,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 70-75,387
2019,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"10,719"
2019,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 25-29,"14,042"
2019,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 30-34,"8,537"
2019,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 35-39,"2,602"
2019,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 40-44,"2,888"
2019,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 45-49,"2,643"
2019,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 50-54,350
2019,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 55-59,462
2019,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 60-64,689
2019,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 65-69,104
2019,Employed,Multiple Race,Female,Physical and related sciences,Ages 24 or younger,"1,637"
2019,Employed,Multiple Race,Female,Physical and related sciences,Ages 25-29,"1,569"
2019,Employed,Multiple Race,Female,Physical and related sciences,Ages 30-34,708
2019,Employed,Multiple Race,Female,Physical and related sciences,Ages 35-39,"1,125"
2019,Employed,Multiple Race,Female,Physical and related sciences,Ages 40-44,387
2019,Employed,Multiple Race,Female,Physical and related sciences,Ages 45-49,235
2019,Employed,Multiple Race,Female,Physical and related sciences,Ages 50-54,"1,016"
2019,Employed,Multiple Race,Female,Physical and related sciences,Ages 55-59,"2,515"
2019,Employed,Multiple Race,Female,Social and related sciences,Ages 24 or younger,"8,178"
2019,Employed,Multiple Race,Female,Social and related sciences,Ages 25-29,"23,687"
2019,Employed,Multiple Race,Female,Social and related sciences,Ages 30-34,"30,277"
2019,Employed,Multiple Race,Female,Social and related sciences,Ages 35-39,"13,495"
2019,Employed,Multiple Race,Female,Social and related sciences,Ages 40-44,"19,747"
2019,Employed,Multiple Race,Female,Social and related sciences,Ages 45-49,"5,320"
2019,Employed,Multiple Race,Female,Social and related sciences,Ages 50-54,"5,873"
2019,Employed,Multiple Race,Female,Social and related sciences,Ages 55-59,"4,174"
2019,Employed,Multiple Race,Female,Social and related sciences,Ages 60-64,"4,663"
2019,Employed,Multiple Race,Female,Social and related sciences,Ages 65-69,695
2019,Employed,Multiple Race,Female,Social and related sciences,Ages 70-75,563
2019,Employed,Multiple Race,Female,Engineering,Ages 24 or younger,953
2019,Employed,Multiple Race,Female,Engineering,Ages 25-29,"3,637"
2019,Employed,Multiple Race,Female,Engineering,Ages 30-34,"3,508"
2019,Employed,Multiple Race,Female,Engineering,Ages 35-39,"1,042"
2019,Employed,Multiple Race,Female,Engineering,Ages 40-44,"2,582"
2019,Employed,Multiple Race,Female,Engineering,Ages 45-49,"1,067"
2019,Employed,Multiple Race,Female,Engineering,Ages 50-54,321
2019,Employed,Multiple Race,Female,Engineering,Ages 55-59,202
2019,Employed,Multiple Race,Female,S&E-Related Fields,Ages 24 or younger,"1,454"
2019,Employed,Multiple Race,Female,S&E-Related Fields,Ages 25-29,"23,659"
2019,Employed,Multiple Race,Female,S&E-Related Fields,Ages 30-34,"26,509"
2019,Employed,Multiple Race,Female,S&E-Related Fields,Ages 35-39,"19,426"
2019,Employed,Multiple Race,Female,S&E-Related Fields,Ages 40-44,"11,919"
2019,Employed,Multiple Race,Female,S&E-Related Fields,Ages 45-49,"19,528"
2019,Employed,Multiple Race,Female,S&E-Related Fields,Ages 50-54,"8,481"
2019,Employed,Multiple Race,Female,S&E-Related Fields,Ages 55-59,"13,098"
2019,Employed,Multiple Race,Female,S&E-Related Fields,Ages 60-64,57
2019,Employed,Multiple Race,Female,S&E-Related Fields,Ages 65-69,"4,381"
2019,Employed,Multiple Race,Female,S&E-Related Fields,Ages 70-75,77
2019,Employed,Multiple Race,Female,Non-S&E Fields,Ages 24 or younger,"63,518"
2019,Employed,Multiple Race,Female,Non-S&E Fields,Ages 25-29,"74,346"
2019,Employed,Multiple Race,Female,Non-S&E Fields,Ages 30-34,"102,546"
2019,Employed,Multiple Race,Female,Non-S&E Fields,Ages 35-39,"116,523"
2019,Employed,Multiple Race,Female,Non-S&E Fields,Ages 40-44,"78,351"
2019,Employed,Multiple Race,Female,Non-S&E Fields,Ages 45-49,"46,884"
2019,Employed,Multiple Race,Female,Non-S&E Fields,Ages 50-54,"27,190"
2019,Employed,Multiple Race,Female,Non-S&E Fields,Ages 55-59,"27,162"
2019,Employed,Multiple Race,Female,Non-S&E Fields,Ages 60-64,"9,070"
2019,Employed,Multiple Race,Female,Non-S&E Fields,Ages 65-69,"2,776"
2019,Employed,Multiple Race,Female,Non-S&E Fields,Ages 70-75,"1,815"
2019,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 24 or younger,"3,665"
2019,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 25-29,"8,762"
2019,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 30-34,"7,797"
2019,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 35-39,"12,316"
2019,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 40-44,"9,232"
2019,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 45-49,"2,960"
2019,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 50-54,"4,959"
2019,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 55-59,"6,597"
2019,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 60-64,48
2019,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 70-75,60
2019,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"1,540"
2019,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 25-29,"12,687"
2019,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 30-34,"6,199"
2019,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 35-39,925
2019,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 40-44,"1,216"
2019,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 45-49,"2,623"
2019,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 50-54,"1,532"
2019,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 55-59,115
2019,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 60-64,225
2019,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 70-75,395
2019,Employed,Multiple Race,Male,Physical and related sciences,Ages 24 or younger,"1,599"
2019,Employed,Multiple Race,Male,Physical and related sciences,Ages 25-29,"4,198"
2019,Employed,Multiple Race,Male,Physical and related sciences,Ages 30-34,633
2019,Employed,Multiple Race,Male,Physical and related sciences,Ages 35-39,"1,993"
2019,Employed,Multiple Race,Male,Physical and related sciences,Ages 40-44,83
2019,Employed,Multiple Race,Male,Physical and related sciences,Ages 45-49,990
2019,Employed,Multiple Race,Male,Physical and related sciences,Ages 50-54,"1,866"
2019,Employed,Multiple Race,Male,Physical and related sciences,Ages 55-59,257
2019,Employed,Multiple Race,Male,Physical and related sciences,Ages 60-64,"1,624"
2019,Employed,Multiple Race,Male,Physical and related sciences,Ages 65-69,24
2019,Employed,Multiple Race,Male,Social and related sciences,Ages 24 or younger,"2,500"
2019,Employed,Multiple Race,Male,Social and related sciences,Ages 25-29,"12,683"
2019,Employed,Multiple Race,Male,Social and related sciences,Ages 30-34,"11,382"
2019,Employed,Multiple Race,Male,Social and related sciences,Ages 35-39,"8,792"
2019,Employed,Multiple Race,Male,Social and related sciences,Ages 40-44,"8,482"
2019,Employed,Multiple Race,Male,Social and related sciences,Ages 45-49,"4,826"
2019,Employed,Multiple Race,Male,Social and related sciences,Ages 50-54,"8,974"
2019,Employed,Multiple Race,Male,Social and related sciences,Ages 55-59,"3,855"
2019,Employed,Multiple Race,Male,Social and related sciences,Ages 60-64,"2,305"
2019,Employed,Multiple Race,Male,Social and related sciences,Ages 65-69,910
2019,Employed,Multiple Race,Male,Social and related sciences,Ages 70-75,353
2019,Employed,Multiple Race,Male,Engineering,Ages 24 or younger,"1,521"
2019,Employed,Multiple Race,Male,Engineering,Ages 25-29,"17,698"
2019,Employed,Multiple Race,Male,Engineering,Ages 30-34,"14,286"
2019,Employed,Multiple Race,Male,Engineering,Ages 35-39,"5,848"
2019,Employed,Multiple Race,Male,Engineering,Ages 40-44,"11,198"
2019,Employed,Multiple Race,Male,Engineering,Ages 45-49,"6,335"
2019,Employed,Multiple Race,Male,Engineering,Ages 50-54,"5,571"
2019,Employed,Multiple Race,Male,Engineering,Ages 55-59,"5,513"
2019,Employed,Multiple Race,Male,Engineering,Ages 60-64,"4,049"
2019,Employed,Multiple Race,Male,Engineering,Ages 65-69,299
2019,Employed,Multiple Race,Male,Engineering,Ages 70-75,113
2019,Employed,Multiple Race,Male,S&E-Related Fields,Ages 24 or younger,654
2019,Employed,Multiple Race,Male,S&E-Related Fields,Ages 25-29,"8,680"
2019,Employed,Multiple Race,Male,S&E-Related Fields,Ages 30-34,"10,440"
2019,Employed,Multiple Race,Male,S&E-Related Fields,Ages 35-39,"7,211"
2019,Employed,Multiple Race,Male,S&E-Related Fields,Ages 40-44,"15,397"
2019,Employed,Multiple Race,Male,S&E-Related Fields,Ages 45-49,"4,714"
2019,Employed,Multiple Race,Male,S&E-Related Fields,Ages 50-54,"1,687"
2019,Employed,Multiple Race,Male,S&E-Related Fields,Ages 55-59,"5,231"
2019,Employed,Multiple Race,Male,S&E-Related Fields,Ages 60-64,"11,449"
2019,Employed,Multiple Race,Male,S&E-Related Fields,Ages 65-69,"7,844"
2019,Employed,Multiple Race,Male,S&E-Related Fields,Ages 70-75,647
2019,Employed,Multiple Race,Male,Non-S&E Fields,Ages 24 or younger,"2,294"
2019,Employed,Multiple Race,Male,Non-S&E Fields,Ages 25-29,"77,823"
2019,Employed,Multiple Race,Male,Non-S&E Fields,Ages 30-34,"37,966"
2019,Employed,Multiple Race,Male,Non-S&E Fields,Ages 35-39,"78,350"
2019,Employed,Multiple Race,Male,Non-S&E Fields,Ages 40-44,"18,889"
2019,Employed,Multiple Race,Male,Non-S&E Fields,Ages 45-49,"12,700"
2019,Employed,Multiple Race,Male,Non-S&E Fields,Ages 50-54,"22,087"
2019,Employed,Multiple Race,Male,Non-S&E Fields,Ages 55-59,"15,188"
2019,Employed,Multiple Race,Male,Non-S&E Fields,Ages 60-64,"18,509"
2019,Employed,Multiple Race,Male,Non-S&E Fields,Ages 65-69,"6,022"
2019,Employed,Multiple Race,Male,Non-S&E Fields,Ages 70-75,"14,568"
2019,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 24 or younger,69
2019,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 25-29,"1,471"
2019,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 30-34,811
2019,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 35-39,"2,829"
2019,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 40-44,"4,124"
2019,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 45-49,898
2019,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 50-54,"6,041"
2019,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 60-64,655
2019,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 65-69,156
2019,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"4,157"
2019,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 25-29,"1,766"
2019,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 30-34,"1,391"
2019,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 35-39,292
2019,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 40-44,782
2019,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 45-49,297
2019,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 55-59,164
2019,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 60-64,272
2019,Unemployed,Asian ONLY,Female,Physical and related sciences,Ages 24 or younger,92
2019,Unemployed,Asian ONLY,Female,Physical and related sciences,Ages 25-29,127
2019,Unemployed,Asian ONLY,Female,Physical and related sciences,Ages 30-34,637
2019,Unemployed,Asian ONLY,Female,Physical and related sciences,Ages 35-39,311
2019,Unemployed,Asian ONLY,Female,Physical and related sciences,Ages 45-49,321
2019,Unemployed,Asian ONLY,Female,Physical and related sciences,Ages 50-54,23
2019,Unemployed,Asian ONLY,Female,Social and related sciences,Ages 24 or younger,363
2019,Unemployed,Asian ONLY,Female,Social and related sciences,Ages 25-29,"1,553"
2019,Unemployed,Asian ONLY,Female,Social and related sciences,Ages 30-34,"1,790"
2019,Unemployed,Asian ONLY,Female,Social and related sciences,Ages 35-39,442
2019,Unemployed,Asian ONLY,Female,Social and related sciences,Ages 40-44,853
2019,Unemployed,Asian ONLY,Female,Social and related sciences,Ages 50-54,"1,195"
2019,Unemployed,Asian ONLY,Female,Social and related sciences,Ages 60-64,806
2019,Unemployed,Asian ONLY,Female,Engineering,Ages 25-29,511
2019,Unemployed,Asian ONLY,Female,Engineering,Ages 30-34,"2,183"
2019,Unemployed,Asian ONLY,Female,Engineering,Ages 35-39,894
2019,Unemployed,Asian ONLY,Female,Engineering,Ages 40-44,"3,638"
2019,Unemployed,Asian ONLY,Female,Engineering,Ages 45-49,315
2019,Unemployed,Asian ONLY,Female,Engineering,Ages 50-54,517
2019,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 25-29,"2,292"
2019,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 30-34,"4,032"
2019,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 35-39,"3,895"
2019,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 40-44,234
2019,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 45-49,"1,419"
2019,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 50-54,258
2019,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 55-59,"1,613"
2019,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 60-64,346
2019,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 65-69,130
2019,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 70-75,119
2019,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 25-29,85
2019,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 30-34,"5,489"
2019,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 35-39,"6,612"
2019,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 40-44,"7,450"
2019,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 45-49,"18,283"
2019,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 50-54,"2,621"
2019,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 55-59,543
2019,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 60-64,"2,437"
2019,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 24 or younger,927
2019,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 25-29,387
2019,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 30-34,312
2019,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 35-39,"1,374"
2019,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 40-44,"1,425"
2019,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 45-49,"2,125"
2019,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 50-54,"1,004"
2019,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 55-59,176
2019,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 60-64,622
2019,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 65-69,"2,645"
2019,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 24 or younger,971
2019,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 25-29,"2,956"
2019,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 30-34,727
2019,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 35-39,600
2019,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 40-44,42
2019,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 45-49,349
2019,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 50-54,98
2019,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 55-59,220
2019,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 60-64,223
2019,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 70-75,"1,317"
2019,Unemployed,Asian ONLY,Male,Physical and related sciences,Ages 25-29,35
2019,Unemployed,Asian ONLY,Male,Physical and related sciences,Ages 30-34,457
2019,Unemployed,Asian ONLY,Male,Physical and related sciences,Ages 55-59,261
2019,Unemployed,Asian ONLY,Male,Physical and related sciences,Ages 65-69,547
2019,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 25-29,"1,447"
2019,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 30-34,374
2019,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 35-39,636
2019,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 40-44,"1,361"
2019,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 45-49,182
2019,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 50-54,742
2019,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 55-59,93
2019,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 60-64,653
2019,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 65-69,271
2019,Unemployed,Asian ONLY,Male,Engineering,Ages 24 or younger,"1,879"
2019,Unemployed,Asian ONLY,Male,Engineering,Ages 25-29,"3,155"
2019,Unemployed,Asian ONLY,Male,Engineering,Ages 30-34,392
2019,Unemployed,Asian ONLY,Male,Engineering,Ages 35-39,"1,051"
2019,Unemployed,Asian ONLY,Male,Engineering,Ages 40-44,659
2019,Unemployed,Asian ONLY,Male,Engineering,Ages 45-49,835
2019,Unemployed,Asian ONLY,Male,Engineering,Ages 50-54,538
2019,Unemployed,Asian ONLY,Male,Engineering,Ages 55-59,"2,194"
2019,Unemployed,Asian ONLY,Male,Engineering,Ages 60-64,832
2019,Unemployed,Asian ONLY,Male,Engineering,Ages 65-69,"7,756"
2019,Unemployed,Asian ONLY,Male,Engineering,Ages 70-75,"2,753"
2019,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 24 or younger,911
2019,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 25-29,"2,398"
2019,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 30-34,"1,743"
2019,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 35-39,"6,356"
2019,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 40-44,214
2019,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 45-49,"1,598"
2019,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 50-54,"2,712"
2019,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 60-64,49
2019,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 65-69,19
2019,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 24 or younger,258
2019,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 25-29,"6,652"
2019,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 30-34,195
2019,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 35-39,"2,981"
2019,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 40-44,"3,880"
2019,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 45-49,"1,641"
2019,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 50-54,"2,012"
2019,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 55-59,"5,677"
2019,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 60-64,924
2019,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 65-69,85
2019,Unemployed,American Indian/Alaska Native ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 65-69,500
2019,Unemployed,American Indian/Alaska Native ONLY,Female,Social and related sciences,Ages 25-29,694
2019,Unemployed,American Indian/Alaska Native ONLY,Female,Social and related sciences,Ages 30-34,707
2019,Unemployed,American Indian/Alaska Native ONLY,Female,Social and related sciences,Ages 60-64,29
2019,Unemployed,American Indian/Alaska Native ONLY,Female,Engineering,Ages 50-54,28
2019,Unemployed,American Indian/Alaska Native ONLY,Female,S&E-Related Fields,Ages 25-29,177
2019,Unemployed,American Indian/Alaska Native ONLY,Female,Non-S&E Fields,Ages 45-49,305
2019,Unemployed,American Indian/Alaska Native ONLY,Male,Computer and mathematical sciences,Ages 45-49,366
2019,Unemployed,American Indian/Alaska Native ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 60-64,20
2019,Unemployed,American Indian/Alaska Native ONLY,Male,Engineering,Ages 60-64,89
2019,Unemployed,American Indian/Alaska Native ONLY,Male,S&E-Related Fields,Ages 25-29,199
2019,Unemployed,American Indian/Alaska Native ONLY,Male,Non-S&E Fields,Ages 40-44,"1,054"
2019,Unemployed,Black ONLY,Female,Computer and mathematical sciences,Ages 24 or younger,111
2019,Unemployed,Black ONLY,Female,Computer and mathematical sciences,Ages 25-29,992
2019,Unemployed,Black ONLY,Female,Computer and mathematical sciences,Ages 30-34,79
2019,Unemployed,Black ONLY,Female,Computer and mathematical sciences,Ages 35-39,42
2019,Unemployed,Black ONLY,Female,Computer and mathematical sciences,Ages 40-44,"4,050"
2019,Unemployed,Black ONLY,Female,Computer and mathematical sciences,Ages 50-54,790
2019,Unemployed,Black ONLY,Female,Computer and mathematical sciences,Ages 55-59,125
2019,Unemployed,Black ONLY,Female,Computer and mathematical sciences,Ages 60-64,20
2019,Unemployed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 25-29,203
2019,Unemployed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 30-34,491
2019,Unemployed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 40-44,"1,159"
2019,Unemployed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 45-49,382
2019,Unemployed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 55-59,42
2019,Unemployed,Black ONLY,Female,Physical and related sciences,Ages 25-29,"2,013"
2019,Unemployed,Black ONLY,Female,Physical and related sciences,Ages 30-34,87
2019,Unemployed,Black ONLY,Female,Physical and related sciences,Ages 35-39,"2,206"
2019,Unemployed,Black ONLY,Female,Social and related sciences,Ages 24 or younger,199
2019,Unemployed,Black ONLY,Female,Social and related sciences,Ages 25-29,"4,198"
2019,Unemployed,Black ONLY,Female,Social and related sciences,Ages 30-34,"5,593"
2019,Unemployed,Black ONLY,Female,Social and related sciences,Ages 35-39,"5,192"
2019,Unemployed,Black ONLY,Female,Social and related sciences,Ages 45-49,31
2019,Unemployed,Black ONLY,Female,Social and related sciences,Ages 50-54,"2,967"
2019,Unemployed,Black ONLY,Female,Social and related sciences,Ages 55-59,"1,445"
2019,Unemployed,Black ONLY,Female,Social and related sciences,Ages 60-64,741
2019,Unemployed,Black ONLY,Female,Social and related sciences,Ages 65-69,"4,365"
2019,Unemployed,Black ONLY,Female,Engineering,Ages 25-29,351
2019,Unemployed,Black ONLY,Female,Engineering,Ages 30-34,36
2019,Unemployed,Black ONLY,Female,Engineering,Ages 40-44,"1,194"
2019,Unemployed,Black ONLY,Female,Engineering,Ages 60-64,36
2019,Unemployed,Black ONLY,Female,S&E-Related Fields,Ages 24 or younger,675
2019,Unemployed,Black ONLY,Female,S&E-Related Fields,Ages 25-29,"1,890"
2019,Unemployed,Black ONLY,Female,S&E-Related Fields,Ages 30-34,"4,645"
2019,Unemployed,Black ONLY,Female,S&E-Related Fields,Ages 35-39,519
2019,Unemployed,Black ONLY,Female,S&E-Related Fields,Ages 40-44,254
